================================================================================
IQN TRAINING RESULTS - 20000 EPOCHS
================================================================================
Generated: 2026-01-20 17:30:33
Model Type: iqn
Epochs: 20000
Number of Agents: 1
================================================================================

Epoch-by-Epoch Results:
--------------------------------------------------------------------------------
Epoch    Total Loss      Reward      
1013     0.739860        10.00       
1014     0.740971        10.00       
1015     0.776157        48.00       
1016     0.731285        0.00        
1017     0.653720        40.00       
1018     0.539774        30.00       
1019     0.636006        10.00       
1020     0.546276        40.00       
1021     0.543738        17.00       
1022     0.586360        17.00       
1023     0.593114        18.00       
1024     0.570673        8.00        
1025     0.691923        29.00       
1026     0.544430        18.00       
1027     0.611666        8.00        
1028     0.599666        20.00       
1029     0.606958        18.00       
1030     0.710212        58.00       
1031     0.586504        20.00       
1032     0.580279        10.00       
1033     0.642096        9.00        
1034     0.553656        20.00       
1035     0.617662        48.00       
1036     0.485563        7.00        
1037     0.599516        37.00       
1038     0.547588        19.00       
1039     0.553716        8.00        
1040     0.504680        -2.00       
1041     0.580961        16.00       
1042     0.745868        28.00       
1043     0.578960        38.00       
1044     0.634950        38.00       
1045     0.595943        28.00       
1046     0.621134        58.00       
1047     0.514377        8.00        
1048     0.568509        -2.00       
1049     0.671154        20.00       
1050     0.577250        30.00       
1051     0.563571        20.00       
1052     0.627582        38.00       
1053     0.672203        10.00       
1054     0.558567        29.00       
1055     0.614977        30.00       
1056     0.658258        20.00       
1057     0.556799        49.00       
1058     0.641925        10.00       
1059     0.621754        50.00       
1060     0.643613        20.00       
1061     0.610824        -2.00       
1062     0.548639        9.00        
1063     0.541691        10.00       
1064     0.476640        40.00       
1065     0.629912        30.00       
1066     0.569278        0.00        
1067     0.677273        19.00       
1068     0.633682        40.00       
1069     0.670219        20.00       
1070     0.749350        40.00       
1071     0.683410        40.00       
1072     0.658088        50.00       
1073     0.589607        40.00       
1074     0.661087        40.00       
1075     0.607566        19.00       
1076     0.648419        30.00       
1077     0.636157        38.00       
1078     0.730043        48.00       
1079     0.594213        10.00       
1080     0.729868        20.00       
1081     0.583645        0.00        
1082     0.570684        0.00        
1083     0.566185        19.00       
1084     0.615574        -1.00       
